customer_age,account_age_days,transaction_amount,velocity_1h,velocity_24h,distance_from_home_km,failed_attempts,device_age_days,merchant_risk,night,international,new_device,actual_fraud,fraud_probability,prediction_050,prediction_cost_threshold,is_fraud,prediction,predicted_probability
37.8,332.0,103.53,1,5,5.79,0,206.0,0.0753,0,1,1,0,0.092039978602738,0,1,0,1,0.092039978602738
37.3,950.0,47.57,1,5,17.8,2,303.0,0.1405,0,0,1,0,0.0565288962144524,0,1,0,1,0.0565288962144524
36.4,711.0,25.48,2,5,0.37,0,532.0,0.2715,1,1,1,0,0.0912065282523266,0,1,0,1,0.0912065282523266
38.0,807.0,141.69,2,7,14.89,1,258.0,0.0597,0,0,0,0,0.1354839734267655,0,1,0,1,0.1354839734267655
18.0,446.0,19.92,2,7,49.8,0,500.0,0.1851,0,1,1,0,0.075878538535929,0,1,0,1,0.075878538535929
32.5,1100.0,135.01,4,8,4.73,0,589.0,0.2637,0,0,0,0,0.0586460960579581,0,1,0,1,0.0586460960579581
50.3,699.0,57.77,2,5,51.09,0,394.0,0.3734,1,0,0,0,0.0743991544638893,0,1,0,1,0.0743991544638893
53.8,798.0,56.12,2,5,18.59,1,411.0,0.0315,0,1,0,0,0.0503713406090754,0,1,0,1,0.0503713406090754
38.4,362.0,7.7,4,9,3.04,1,479.0,0.2932,0,1,0,0,0.1310801499661356,0,1,0,1,0.1310801499661356
36.1,1216.0,35.13,2,7,46.29,2,335.0,0.1179,0,0,0,0,0.1492992100400999,0,1,0,1,0.1492992100400999
18.0,1638.0,32.38,2,6,17.38,1,485.0,0.3551,0,0,0,0,0.0720171243800939,0,1,0,1,0.0720171243800939
33.6,1728.0,97.33,4,7,4.07,0,209.0,0.2108,0,0,0,0,0.0593314859323889,0,1,0,1,0.0593314859323889
18.8,1708.0,27.65,3,6,14.07,1,326.0,0.227,0,0,0,0,0.0569077720702923,0,1,0,1,0.0569077720702923
37.6,620.0,74.16,4,9,6.32,0,435.0,0.5132,0,0,0,0,0.1308783587262306,0,1,0,1,0.1308783587262306
40.7,1621.0,89.94,1,9,12.01,0,387.0,0.1763,0,1,0,0,0.0587448807305192,0,1,0,1,0.0587448807305192
38.5,882.0,144.95,2,6,14.23,0,393.0,0.2091,0,1,0,0,0.0515565042331982,0,1,0,1,0.0515565042331982
33.8,807.0,132.77,4,9,7.31,0,293.0,0.3034,0,0,0,0,0.1105616349241176,0,1,0,1,0.1105616349241176
33.4,1121.0,81.67,3,6,23.81,1,106.0,0.6679,0,0,0,0,0.3708969851087393,0,1,0,1,0.3708969851087393
27.6,482.0,40.04,2,5,21.79,1,202.0,0.3779,0,0,0,0,0.1401469047992612,0,1,0,1,0.1401469047992612
47.9,748.0,60.28,2,5,30.17,0,363.0,0.2458,0,0,1,0,0.0555095942942573,0,1,0,1,0.0555095942942573
51.0,1323.0,100.83,2,3,26.83,0,576.0,0.1171,1,1,1,0,0.0707975634772888,0,1,0,1,0.0707975634772888
23.1,895.0,86.35,0,2,8.66,0,245.0,0.2635,0,0,1,0,0.0589277534258458,0,1,0,1,0.0589277534258458
34.6,530.0,49.68,2,6,12.26,1,150.0,0.2749,0,0,0,0,0.0621792117928265,0,1,0,1,0.0621792117928265
34.2,749.0,63.77,3,5,13.27,1,485.0,0.4126,0,0,0,0,0.2189965096256253,0,1,0,1,0.2189965096256253
45.9,1452.0,57.4,1,3,29.2,1,399.0,0.3957,0,0,1,0,0.0727993311774079,0,1,0,1,0.0727993311774079
41.5,549.0,29.13,4,4,31.21,1,429.0,0.2095,1,0,0,0,0.0567900561109559,0,1,0,1,0.0567900561109559
47.0,1911.0,42.68,3,4,19.03,1,532.0,0.1516,0,0,0,0,0.0890703369352342,0,1,0,1,0.0890703369352342
32.8,866.0,294.9,2,8,7.42,0,223.0,0.4944,0,0,0,0,0.2761407132436263,0,1,0,1,0.2761407132436263
42.5,1212.0,76.49,5,9,42.6,1,556.0,0.2722,0,0,0,0,0.5377373773944575,1,1,0,1,0.5377373773944575
27.4,477.0,31.06,2,6,15.28,1,558.0,0.5154,0,0,0,0,0.1708122249497904,0,1,0,1,0.1708122249497904
47.7,1200.0,91.39,1,3,13.52,1,455.0,0.4597,1,0,0,0,0.0981325890850954,0,1,0,1,0.0981325890850954
36.2,2210.0,107.97,3,5,1.71,1,257.0,0.1796,0,0,0,0,0.0552653903336119,0,1,0,1,0.0552653903336119
29.8,659.0,36.29,3,7,41.79,1,262.0,0.2851,0,0,0,0,0.329081310105028,0,1,0,1,0.329081310105028
37.5,1007.0,70.76,3,9,15.74,0,443.0,0.2679,0,1,0,0,0.0635115658880715,0,1,0,1,0.0635115658880715
24.7,617.0,89.27,3,8,16.27,0,512.0,0.2989,0,0,0,0,0.0758805959382213,0,1,0,1,0.0758805959382213
23.7,631.0,253.19,4,7,10.45,0,150.0,0.2829,0,0,0,0,0.0771665122128296,0,1,0,1,0.0771665122128296
46.1,1202.0,22.19,2,2,2.5,0,354.0,0.0837,0,1,1,0,0.0724047792437919,0,1,0,1,0.0724047792437919
21.9,1596.0,130.68,3,5,10.79,1,377.0,0.1795,0,0,0,0,0.2484198166851354,0,1,0,1,0.2484198166851354
29.5,967.0,46.31,5,8,2.7,0,424.0,0.4738,0,0,0,0,0.0506062121229549,0,1,0,1,0.0506062121229549
38.0,314.0,41.49,2,7,2.79,1,300.0,0.2873,0,0,1,0,0.1260546411479432,0,1,0,1,0.1260546411479432
31.9,1176.0,26.71,6,10,46.8,1,482.0,0.0417,0,0,0,0,0.4687708725922975,0,1,0,1,0.4687708725922975
42.9,1492.0,17.82,3,5,7.1,1,339.0,0.1245,0,0,0,0,0.0653705288153138,0,1,0,1,0.0653705288153138
36.0,1014.0,74.39,4,6,2.07,1,209.0,0.1014,0,0,0,0,0.0853569181219584,0,1,0,1,0.0853569181219584
39.0,620.0,41.71,3,6,13.43,1,754.0,0.0685,0,1,0,0,0.2357895697742131,0,1,0,1,0.2357895697742131
35.6,1168.0,117.77,3,9,45.12,0,279.0,0.2006,0,0,1,0,0.1322200288935723,0,1,0,1,0.1322200288935723
23.6,757.0,74.24,0,10,54.31,0,255.0,0.2565,0,0,0,0,0.126045622288887,0,1,0,1,0.126045622288887
33.9,676.0,169.2,3,7,12.78,0,194.0,0.1995,1,0,0,0,0.0605962257938449,0,1,0,1,0.0605962257938449
40.8,691.0,277.23,2,5,45.34,1,450.0,0.0806,0,0,0,0,0.058555697862854,0,1,0,1,0.058555697862854
47.0,1836.0,89.05,4,5,11.51,1,251.0,0.1504,0,1,0,0,0.2961494458155861,0,1,0,1,0.2961494458155861
22.5,557.0,19.57,5,8,6.93,0,374.0,0.2246,0,1,0,0,0.0520739117979629,0,1,0,1,0.0520739117979629
41.2,431.0,161.33,2,7,37.85,0,416.0,0.3386,0,0,0,0,0.0628831295016013,0,1,0,1,0.0628831295016013
33.0,253.0,48.52,4,7,24.76,0,252.0,0.1961,0,1,0,0,0.1743031504645806,0,1,0,1,0.1743031504645806
27.4,991.0,13.04,4,5,42.94,1,473.0,0.3949,0,0,0,0,0.0638286977912579,0,1,0,1,0.0638286977912579
33.3,1148.0,43.78,4,8,4.83,0,314.0,0.2166,0,1,0,0,0.0593499226619694,0,1,0,1,0.0593499226619694
23.8,782.0,54.19,3,6,14.52,0,96.0,0.3301,0,1,0,0,0.0720029480951468,0,1,0,1,0.0720029480951468
49.6,1171.0,23.72,3,9,2.42,1,256.0,0.2048,0,0,0,0,0.0814027066295923,0,1,0,1,0.0814027066295923
43.9,830.0,34.4,2,5,26.92,1,366.0,0.4549,1,0,1,0,0.1841729239722138,0,1,0,1,0.1841729239722138
32.2,1965.0,121.04,4,7,18.14,0,243.0,0.1497,1,1,0,0,0.0525624568289678,0,1,0,1,0.0525624568289678
43.8,210.0,274.8,1,6,2.19,0,255.0,0.2899,0,0,0,0,0.0518573979986661,0,1,0,1,0.0518573979986661
41.6,351.0,26.61,2,7,48.13,2,492.0,0.37,0,0,0,0,0.3828857499438194,0,1,0,1,0.3828857499438194
38.2,1031.0,27.51,3,8,16.37,1,259.0,0.3006,0,0,0,0,0.3254986329967832,0,1,0,1,0.3254986329967832
30.3,1890.0,45.12,2,6,24.23,1,301.0,0.123,1,0,0,0,0.0540262360223126,0,1,0,1,0.0540262360223126
47.9,697.0,34.84,4,6,13.39,1,351.0,0.2171,1,0,0,0,0.0740098659545887,0,1,0,1,0.0740098659545887
40.0,1654.0,82.06,2,3,15.11,1,302.0,0.1234,1,0,0,0,0.0573636193431708,0,1,0,1,0.0573636193431708
36.3,364.0,83.09,2,6,6.07,1,111.0,0.1809,1,0,0,0,0.1119985108436659,0,1,0,1,0.1119985108436659
44.0,816.0,30.18,2,5,9.25,2,417.0,0.1315,0,0,0,0,0.2766348321531171,0,1,0,1,0.2766348321531171
31.5,1156.0,55.44,4,7,19.95,1,359.0,0.2875,1,0,0,0,0.360836664017829,0,1,0,1,0.360836664017829
28.0,984.0,640.65,1,4,0.83,0,291.0,0.2,0,0,0,0,0.0642853538217658,0,1,0,1,0.0642853538217658
47.5,1479.0,215.7,2,6,5.6,0,423.0,0.2569,0,0,1,0,0.0840406465003255,0,1,0,1,0.0840406465003255
47.9,1234.0,47.59,3,7,15.61,1,103.0,0.1315,0,0,0,0,0.101918069197985,0,1,0,1,0.101918069197985
18.0,928.0,94.85,3,5,1.89,1,242.0,0.1785,1,0,0,0,0.1211786745730165,0,1,0,1,0.1211786745730165
44.4,1167.0,60.6,1,8,34.24,1,350.0,0.3093,0,0,1,0,0.0902057577225111,0,1,0,1,0.0902057577225111
41.6,479.0,31.12,3,7,47.58,0,170.0,0.3103,0,0,0,0,0.0526674368030379,0,1,0,1,0.0526674368030379
48.7,778.0,79.71,3,6,15.02,1,213.0,0.1324,0,0,0,0,0.0894730568896149,0,1,0,1,0.0894730568896149
51.7,589.0,143.94,3,7,16.38,1,15.0,0.2815,0,0,1,0,0.2262002362039499,0,1,0,1,0.2262002362039499
49.0,1699.0,44.46,4,5,8.48,1,490.0,0.1266,0,0,0,0,0.172744463615301,0,1,0,1,0.172744463615301
32.3,313.0,24.71,3,4,8.15,2,666.0,0.0899,1,0,0,0,0.0601850481125324,0,1,0,1,0.0601850481125324
46.1,596.0,111.88,2,6,23.99,0,498.0,0.2315,1,1,1,0,0.2551609778375489,0,1,0,1,0.2551609778375489
31.0,241.0,148.05,3,6,34.24,0,875.0,0.3399,0,0,1,0,0.0586891612241297,0,1,0,1,0.0586891612241297
38.9,680.0,109.84,2,5,49.22,0,641.0,0.2515,1,1,0,0,0.1029572474202309,0,1,0,1,0.1029572474202309
45.1,511.0,157.28,4,6,2.96,1,838.0,0.1648,0,0,0,0,0.1570397001662059,0,1,0,1,0.1570397001662059
35.2,166.0,48.29,3,4,8.28,0,405.0,0.3067,1,1,1,0,0.0575366690144596,0,1,0,1,0.0575366690144596
42.3,298.0,52.72,3,6,4.61,0,443.0,0.4468,0,1,0,0,0.0513053422987564,0,1,0,1,0.0513053422987564
30.7,1092.0,37.93,3,8,13.83,1,641.0,0.1264,0,0,0,0,0.1702512444170621,0,1,0,1,0.1702512444170621
35.3,956.0,221.54,5,8,17.52,0,310.0,0.217,0,0,0,0,0.0927477656998703,0,1,0,1,0.0927477656998703
40.2,1305.0,210.13,3,4,8.22,0,382.0,0.2445,1,0,1,0,0.0625068904187567,0,1,0,1,0.0625068904187567
34.0,946.0,38.66,0,6,4.21,0,207.0,0.2121,1,1,1,0,0.4152200938251692,0,1,0,1,0.4152200938251692
30.1,970.0,318.86,2,5,26.54,0,100.0,0.415,0,1,0,0,0.0630356048585924,0,1,0,1,0.0630356048585924
38.5,730.0,24.41,3,5,2.9,1,541.0,0.1186,1,0,0,0,0.0560889140953463,0,1,0,1,0.0560889140953463
28.8,883.0,32.18,2,7,59.15,1,378.0,0.1182,1,0,0,0,0.0527530899961163,0,1,0,1,0.0527530899961163
43.1,1202.0,83.4,3,6,2.16,1,233.0,0.062,0,1,0,0,0.0504672918806975,0,1,0,1,0.0504672918806975
50.6,2188.0,34.52,3,5,6.2,2,234.0,0.4271,0,0,0,0,0.1094992051868209,0,1,0,1,0.1094992051868209
35.6,579.0,63.08,2,4,15.02,1,404.0,0.4082,1,0,0,0,0.0607456448012792,0,1,0,1,0.0607456448012792
31.9,1113.0,52.69,2,7,7.45,1,361.0,0.1457,0,0,0,0,0.0626833134324324,0,1,0,1,0.0626833134324324
20.6,594.0,20.75,3,6,50.2,0,347.0,0.543,1,0,0,0,0.053932915813256,0,1,0,1,0.053932915813256
34.5,776.0,46.81,5,8,18.81,1,407.0,0.4113,0,0,0,0,0.4758039127094028,0,1,0,1,0.4758039127094028
31.5,749.0,358.67,1,5,4.68,0,272.0,0.2416,0,0,0,0,0.050177582328208,0,1,0,1,0.050177582328208
32.8,534.0,23.87,5,8,0.96,0,325.0,0.265,1,1,0,0,0.0758941763844701,0,1,0,1,0.0758941763844701
30.6,556.0,126.06,3,6,56.18,0,582.0,0.6374,0,0,0,0,0.1265270933154531,0,1,0,1,0.1265270933154531
21.9,669.0,129.81,1,5,6.81,1,390.0,0.4345,0,0,0,0,0.0770434058216172,0,1,0,1,0.0770434058216172
47.7,453.0,99.59,3,3,5.98,1,194.0,0.359,1,0,0,0,0.2586510294290913,0,1,0,1,0.2586510294290913
18.0,1462.0,70.68,3,4,23.73,1,291.0,0.055,0,0,0,0,0.0616097992963158,0,1,0,1,0.0616097992963158
30.6,1222.0,23.64,4,9,16.99,1,323.0,0.1966,0,0,0,0,0.3349459437349852,0,1,0,1,0.3349459437349852
34.1,596.0,346.79,2,6,19.21,0,173.0,0.1955,0,0,0,0,0.076941110839501,0,1,0,1,0.076941110839501
21.7,142.0,46.06,3,7,17.2,1,192.0,0.1793,0,0,1,0,0.0596580385764833,0,1,0,1,0.0596580385764833
44.8,361.0,7.76,2,7,13.55,2,467.0,0.1054,1,0,0,0,0.0586115937217702,0,1,0,1,0.0586115937217702
44.1,529.0,108.42,2,7,2.31,1,291.0,0.1249,0,0,1,0,0.2143790263378852,0,1,0,1,0.2143790263378852
19.1,753.0,64.06,4,10,7.82,1,182.0,0.1707,0,1,0,0,0.4754661508966109,0,1,0,1,0.4754661508966109
22.6,891.0,72.13,3,5,21.06,1,360.0,0.1772,0,0,0,0,0.0930266493945538,0,1,0,1,0.0930266493945538
39.8,600.0,46.11,2,4,30.17,0,61.0,0.4179,1,0,1,0,0.0526630663347405,0,1,0,1,0.0526630663347405
23.9,809.0,36.48,3,3,12.88,1,241.0,0.4656,0,0,0,0,0.1047017316222403,0,1,0,1,0.1047017316222403
42.1,713.0,116.91,2,6,3.88,0,550.0,0.3104,0,0,0,0,0.0572009713481442,0,1,0,1,0.0572009713481442
42.5,803.0,191.56,2,5,3.5,1,541.0,0.1046,1,0,0,0,0.1072735290616395,0,1,0,1,0.1072735290616395
26.9,767.0,89.83,4,5,2.56,0,158.0,0.2707,0,1,0,0,0.0517490518467892,0,1,0,1,0.0517490518467892
30.2,707.0,24.7,5,7,2.54,0,359.0,0.172,0,1,1,0,0.336086149039991,0,1,0,1,0.336086149039991
30.0,722.0,331.1,6,12,1.22,0,696.0,0.2089,0,0,0,0,0.0726883524784778,0,1,0,1,0.0726883524784778
44.0,482.0,45.46,3,6,18.01,1,500.0,0.2191,0,0,0,0,0.1563556949996457,0,1,0,1,0.1563556949996457
24.5,554.0,61.24,3,7,46.68,0,215.0,0.3438,1,0,0,0,0.1184746506663862,0,1,0,1,0.1184746506663862
38.8,546.0,119.48,3,5,28.83,0,504.0,0.3111,0,0,0,0,0.0514321909814759,0,1,0,1,0.0514321909814759
50.7,1678.0,33.32,3,6,34.76,1,231.0,0.2591,0,0,0,0,0.0839604450986237,0,1,0,1,0.0839604450986237
34.5,677.0,68.81,6,7,21.11,0,334.0,0.344,0,0,0,0,0.0653761095528276,0,1,0,1,0.0653761095528276
30.0,1031.0,92.46,4,9,19.18,1,754.0,0.4719,0,0,0,0,0.4799269845474418,0,1,0,1,0.4799269845474418
49.0,384.0,64.88,4,7,9.35,2,227.0,0.1068,0,0,0,0,0.5892632078492215,1,1,0,1,0.5892632078492215
36.6,716.0,19.06,4,6,3.21,1,652.0,0.1963,0,0,0,0,0.0534633905572072,0,1,0,1,0.0534633905572072
21.2,1304.0,133.9,4,6,11.19,1,256.0,0.1394,0,1,0,0,0.2430810415932149,0,1,0,1,0.2430810415932149
44.9,591.0,115.81,1,4,4.15,2,399.0,0.1993,0,0,0,0,0.0813431362388586,0,1,0,1,0.0813431362388586
31.7,760.0,25.17,4,8,34.21,1,272.0,0.2577,0,0,0,0,0.4181329619098389,0,1,0,1,0.4181329619098389
35.0,1058.0,110.49,3,7,28.92,1,242.0,0.1941,0,0,0,0,0.30378702338989,0,1,0,1,0.30378702338989
51.2,414.0,91.42,3,5,43.61,0,126.0,0.2776,0,0,0,0,0.0624610056119727,0,1,0,1,0.0624610056119727
51.5,823.0,103.74,2,5,3.38,1,175.0,0.4256,0,0,0,0,0.2393596574296426,0,1,0,1,0.2393596574296426
21.3,860.0,62.24,4,8,17.76,0,81.0,0.2723,1,0,0,0,0.0567244117340462,0,1,0,1,0.0567244117340462
41.5,438.0,58.88,6,10,71.1,0,254.0,0.1653,0,1,1,0,0.1332943415369004,0,1,0,1,0.1332943415369004
51.1,362.0,92.07,4,6,58.21,0,353.0,0.2619,1,0,1,0,0.0514109081943761,0,1,0,1,0.0514109081943761
57.7,1181.0,49.37,4,5,6.42,2,432.0,0.2271,1,0,0,0,0.2614274138291105,0,1,0,1,0.2614274138291105
35.5,877.0,57.7,3,4,17.05,1,648.0,0.2527,0,0,0,0,0.1199238324660482,0,1,0,1,0.1199238324660482
21.9,724.0,238.54,1,7,6.4,1,212.0,0.2108,0,0,1,0,0.1037020629245329,0,1,0,1,0.1037020629245329
45.3,888.0,227.73,3,9,5.76,2,244.0,0.1922,0,0,0,0,0.5576073495676945,1,1,0,1,0.5576073495676945
45.6,105.0,296.28,2,7,4.33,1,301.0,0.0711,0,0,0,0,0.0656672985304791,0,1,0,1,0.0656672985304791
30.1,912.0,109.72,3,5,6.14,2,291.0,0.1917,0,0,1,0,0.4886979860628414,0,1,0,1,0.4886979860628414
45.9,764.0,130.43,3,4,40.02,1,276.0,0.1333,1,0,0,0,0.2055525646239019,0,1,0,1,0.2055525646239019
36.8,1369.0,50.66,3,9,13.0,1,360.0,0.0651,1,0,0,0,0.2406992291792281,0,1,0,1,0.2406992291792281
22.1,253.0,21.63,2,6,16.26,2,216.0,0.1064,0,1,0,0,0.1757264540523507,0,1,0,1,0.1757264540523507
55.0,396.0,49.78,2,7,3.73,1,149.0,0.4853,0,0,0,0,0.1372726764938742,0,1,0,1,0.1372726764938742
39.6,622.0,117.4,3,6,6.84,1,381.0,0.0996,0,0,0,0,0.1978953295840405,0,1,0,1,0.1978953295840405
58.4,282.0,399.6,1,8,2.66,0,757.0,0.2202,0,0,0,0,0.0524269842630763,0,1,0,1,0.0524269842630763
32.4,302.0,96.65,2,3,34.59,2,606.0,0.3704,1,0,0,0,0.1516833456821614,0,1,0,1,0.1516833456821614
32.4,796.0,105.32,3,8,22.06,0,325.0,0.3108,1,1,0,0,0.2368993776284922,0,1,0,1,0.2368993776284922
21.5,1735.0,126.81,3,8,3.39,0,427.0,0.2118,1,1,1,0,0.4465935820373309,0,1,0,1,0.4465935820373309
25.4,760.0,62.41,3,6,36.07,0,163.0,0.3773,1,0,0,0,0.0577468608611199,0,1,0,1,0.0577468608611199
28.2,1014.0,30.24,3,7,12.47,1,324.0,0.2562,0,0,0,0,0.1109958422369752,0,1,0,1,0.1109958422369752
43.8,379.0,199.97,1,3,20.49,1,257.0,0.4058,0,1,0,0,0.1040321638224575,0,1,0,1,0.1040321638224575
24.7,597.0,115.7,4,7,13.35,0,277.0,0.4511,0,1,0,0,0.0763321060573142,0,1,0,1,0.0763321060573142
37.4,1417.0,88.61,3,3,3.38,1,654.0,0.1349,1,0,0,0,0.111918734976868,0,1,0,1,0.111918734976868
44.3,2809.0,14.27,4,6,23.17,1,805.0,0.37,0,0,0,0,0.0644437897630218,0,1,0,1,0.0644437897630218
39.8,520.0,47.23,2,7,8.47,1,280.0,0.1278,0,1,1,0,0.3949271617472767,0,1,0,1,0.3949271617472767
27.4,264.0,87.81,2,7,9.83,0,512.0,0.3151,0,0,1,0,0.0635024215856297,0,1,0,1,0.0635024215856297
37.7,897.0,76.9,3,6,27.95,1,474.0,0.2705,1,0,0,0,0.1798722720430347,0,1,0,1,0.1798722720430347
38.2,600.0,48.72,3,4,3.35,1,498.0,0.3285,1,0,0,0,0.2214836871705031,0,1,0,1,0.2214836871705031
18.3,1376.0,174.22,4,7,6.49,0,381.0,0.2344,0,0,1,0,0.0689392259062372,0,1,0,1,0.0689392259062372
49.0,1019.0,19.65,4,6,43.25,1,141.0,0.3016,0,1,0,0,0.1135085401425702,0,1,0,1,0.1135085401425702
29.5,592.0,381.97,2,6,21.6,0,531.0,0.0496,0,1,0,0,0.063859432239164,0,1,0,1,0.063859432239164
18.2,788.0,20.92,4,9,17.75,0,476.0,0.1811,0,1,1,0,0.2313206653107547,0,1,0,1,0.2313206653107547
22.3,636.0,21.84,5,11,18.31,1,439.0,0.269,0,0,0,0,0.4755148018351209,0,1,0,1,0.4755148018351209
34.3,786.0,37.03,0,3,9.97,0,264.0,0.1515,0,1,1,0,0.0985328692143437,0,1,0,1,0.0985328692143437
18.0,641.0,47.34,4,8,14.35,0,482.0,0.2515,0,1,0,0,0.1584602251342202,0,1,0,1,0.1584602251342202
38.4,879.0,43.11,4,6,28.91,0,359.0,0.3815,0,1,1,0,0.3196548870259515,0,1,0,1,0.3196548870259515
22.5,1338.0,48.79,2,6,2.54,2,308.0,0.1669,0,0,1,0,0.2354200849702378,0,1,0,1,0.2354200849702378
42.1,1410.0,49.16,6,7,6.37,0,221.0,0.1683,1,1,0,0,0.1380411059431676,0,1,0,1,0.1380411059431676
28.4,472.0,207.82,2,7,26.7,2,124.0,0.4297,0,0,1,0,0.4986734590453116,0,1,0,1,0.4986734590453116
23.7,1680.0,298.53,0,3,7.09,1,195.0,0.1493,1,1,1,0,0.2397560226382769,0,1,0,1,0.2397560226382769
43.0,296.0,86.78,2,7,1.74,1,285.0,0.2607,1,1,0,0,0.2601735725374779,0,1,0,1,0.2601735725374779
23.1,725.0,32.1,3,8,39.2,1,167.0,0.1078,0,0,0,0,0.1270285342613537,0,1,0,1,0.1270285342613537
48.3,1083.0,84.73,2,7,34.47,0,296.0,0.5935,0,0,1,0,0.1125956844229938,0,1,0,1,0.1125956844229938
44.8,1012.0,191.86,3,5,7.91,1,131.0,0.1531,0,0,0,0,0.0599411384230323,0,1,0,1,0.0599411384230323
37.7,715.0,391.62,1,5,10.47,0,474.0,0.0816,1,0,0,0,0.0636787856808865,0,1,0,1,0.0636787856808865
31.2,1632.0,98.64,4,6,2.76,1,178.0,0.1858,0,0,0,0,0.1867084668705622,0,1,0,1,0.1867084668705622
34.9,613.0,41.53,3,4,7.17,1,461.0,0.0878,0,0,1,0,0.1065291436124764,0,1,0,1,0.1065291436124764
33.3,1481.0,25.57,2,6,3.24,1,535.0,0.2778,0,0,0,0,0.0587663650865286,0,1,0,1,0.0587663650865286
38.5,962.0,85.35,4,8,70.56,0,467.0,0.2116,0,0,0,0,0.0621530061921216,0,1,0,1,0.0621530061921216
27.0,916.0,85.39,4,11,12.18,0,204.0,0.2689,0,0,1,0,0.2164187833618163,0,1,0,1,0.2164187833618163
30.6,346.0,49.22,3,9,11.94,1,296.0,0.1224,0,0,0,0,0.245810280292279,0,1,0,1,0.245810280292279
29.2,1138.0,137.16,2,5,1.66,1,310.0,0.3114,0,0,0,0,0.0660527420554127,0,1,0,1,0.0660527420554127
50.4,886.0,16.77,3,10,5.43,1,227.0,0.1789,0,0,1,0,0.2224749732221738,0,1,0,1,0.2224749732221738
28.8,1328.0,52.34,2,4,10.66,0,451.0,0.2059,0,1,1,0,0.1991361043140234,0,1,0,1,0.1991361043140234
37.4,495.0,140.08,2,6,7.76,0,475.0,0.3698,0,0,0,0,0.0619696512490093,0,1,0,1,0.0619696512490093
33.6,1410.0,57.34,5,12,9.83,0,172.0,0.1471,1,0,0,0,0.2068463826043266,0,1,0,1,0.2068463826043266
