customer_age,account_age_days,transaction_amount,velocity_1h,velocity_24h,distance_from_home_km,failed_attempts,device_age_days,merchant_risk,night,international,new_device,actual_fraud,fraud_probability,prediction_050,prediction_cost_threshold,is_fraud,prediction,predicted_probability
34.7,295.0,26.27,1,6,14.06,1,318.0,0.0886,0,0,0,1,0.0169108975824077,0,0,1,0,0.0169108975824077
45.4,767.0,10.66,2,6,32.13,1,566.0,0.0108,0,1,1,1,0.0155180172259508,0,0,1,0,0.0155180172259508
39.9,924.0,70.13,2,3,8.03,0,383.0,0.2103,0,0,0,1,0.0152216893640299,0,0,1,0,0.0152216893640299
46.3,1462.0,178.13,2,5,87.72,0,549.0,0.0766,1,1,0,1,0.0193917796092463,0,0,1,0,0.0193917796092463
23.8,549.0,148.74,8,11,12.8,0,191.0,0.0951,1,0,0,1,0.0431899950550435,0,0,1,0,0.0431899950550435
32.3,558.0,34.41,1,6,11.41,0,450.0,0.337,0,1,0,1,0.0347204435949143,0,0,1,0,0.0347204435949143
31.2,473.0,46.62,2,4,10.17,0,289.0,0.1798,0,0,0,1,0.0141827760443674,0,0,1,0,0.0141827760443674
34.9,319.0,125.19,2,4,98.61,1,186.0,0.1513,0,0,0,1,0.0224768775919836,0,0,1,0,0.0224768775919836
39.3,574.0,35.22,1,5,9.42,0,290.0,0.1548,0,0,0,1,0.0141673075174903,0,0,1,0,0.0141673075174903
22.9,828.0,5.91,0,1,1.26,0,451.0,0.3595,1,1,0,1,0.0139450654349601,0,0,1,0,0.0139450654349601
24.1,774.0,112.9,1,5,0.31,1,198.0,0.1717,0,0,0,1,0.0171420477733391,0,0,1,0,0.0171420477733391
33.4,497.0,153.73,0,0,99.61,1,649.0,0.2472,1,0,0,1,0.0158602249036472,0,0,1,0,0.0158602249036472
40.8,985.0,51.46,1,9,11.05,1,624.0,0.2561,0,0,0,1,0.0170569925460469,0,0,1,0,0.0170569925460469
43.0,523.0,104.67,0,2,21.35,1,372.0,0.2943,0,1,1,1,0.0365456552721912,0,0,1,0,0.0365456552721912
59.3,548.0,27.52,3,6,31.6,1,175.0,0.0754,1,0,1,1,0.0396401779798353,0,0,1,0,0.0396401779798353
21.6,273.0,388.53,0,5,8.32,0,467.0,0.232,0,0,0,1,0.0223893973625643,0,0,1,0,0.0223893973625643
37.3,240.0,61.78,2,3,38.18,1,633.0,0.3601,1,0,0,1,0.0441182911559251,0,0,1,0,0.0441182911559251
41.2,118.0,37.59,4,8,11.78,0,406.0,0.0119,0,1,1,1,0.0180532985031177,0,0,1,0,0.0180532985031177
31.0,698.0,48.94,2,4,5.94,0,185.0,0.2955,0,0,0,1,0.0172660571510476,0,0,1,0,0.0172660571510476
23.7,114.0,18.02,2,4,36.09,0,566.0,0.1186,0,0,0,1,0.0136508341849981,0,0,1,0,0.0136508341849981
23.0,540.0,40.98,3,7,3.05,0,526.0,0.303,1,0,0,1,0.0447626126157357,0,0,1,0,0.0447626126157357
24.7,1730.0,62.11,2,6,48.23,0,261.0,0.2008,0,0,0,1,0.0225172243549025,0,0,1,0,0.0225172243549025
34.1,192.0,64.37,2,12,11.2,1,260.0,0.1423,0,0,0,1,0.0391485622950636,0,0,1,0,0.0391485622950636
23.5,1845.0,70.63,1,9,2.03,0,467.0,0.5293,0,0,0,1,0.0182568161528815,0,0,1,0,0.0182568161528815
34.0,516.0,9.29,1,7,4.41,2,61.0,0.4656,0,1,0,1,0.0156591958294597,0,0,1,0,0.0156591958294597
36.9,308.0,219.0,1,7,31.05,0,685.0,0.3433,1,0,0,1,0.0190985163485268,0,0,1,0,0.0190985163485268
35.0,224.0,32.79,0,4,9.71,1,448.0,0.17,1,1,1,1,0.0244296460780287,0,0,1,0,0.0244296460780287
25.4,572.0,4.5,5,7,20.21,1,377.0,0.1285,1,0,0,1,0.0287570592796585,0,0,1,0,0.0287570592796585
24.2,1213.0,25.97,3,6,31.97,0,646.0,0.2598,0,0,1,1,0.0149785029321372,0,0,1,0,0.0149785029321372
56.1,519.0,137.94,3,6,23.53,0,517.0,0.1303,0,0,0,1,0.0194869118182203,0,0,1,0,0.0194869118182203
49.3,169.0,64.23,2,7,43.93,0,367.0,0.5776,0,1,1,1,0.0245034792755819,0,0,1,0,0.0245034792755819
29.0,640.0,55.95,2,5,27.74,0,303.0,0.3009,0,0,0,1,0.0273313192604868,0,0,1,0,0.0273313192604868
18.4,709.0,43.68,2,4,5.44,0,332.0,0.0506,0,0,0,1,0.0144383964431957,0,0,1,0,0.0144383964431957
54.1,731.0,69.3,3,7,38.41,0,266.0,0.2851,0,0,0,1,0.037060540466216,0,0,1,0,0.037060540466216
43.6,551.0,34.95,2,3,0.06,0,442.0,0.0944,0,1,1,1,0.0455920518921063,0,0,1,0,0.0455920518921063
55.0,1810.0,96.68,3,5,31.83,1,815.0,0.3298,0,0,0,1,0.0288587350557479,0,0,1,0,0.0288587350557479
54.2,713.0,53.78,2,2,28.47,2,529.0,0.3405,1,0,0,1,0.0231831380616697,0,0,1,0,0.0231831380616697
41.6,1069.0,23.78,2,6,47.92,0,387.0,0.1249,0,0,0,1,0.0143788221965868,0,0,1,0,0.0143788221965868
35.0,1015.0,59.14,1,1,7.05,0,361.0,0.0448,1,0,0,1,0.0153747989020252,0,0,1,0,0.0153747989020252
22.8,1351.0,389.98,4,6,72.93,1,190.0,0.0319,0,0,0,1,0.0317870670866859,0,0,1,0,0.0317870670866859
33.3,818.0,55.11,0,9,2.05,0,198.0,0.0862,0,0,0,1,0.0142682867269978,0,0,1,0,0.0142682867269978
45.9,1550.0,27.39,3,7,29.16,0,380.0,0.3109,0,0,0,1,0.0215161486199006,0,0,1,0,0.0215161486199006
62.5,1167.0,19.41,0,6,72.01,0,558.0,0.3587,0,0,0,1,0.016932512201421,0,0,1,0,0.016932512201421
29.1,2512.0,22.68,2,8,29.39,3,398.0,0.0369,0,1,1,1,0.0301571845647296,0,0,1,0,0.0301571845647296
58.0,779.0,127.63,2,4,40.61,0,93.0,0.3357,0,0,0,1,0.0362080440667887,0,0,1,0,0.0362080440667887
38.8,546.0,34.1,1,5,13.95,0,433.0,0.1075,1,1,0,1,0.0179092870780405,0,0,1,0,0.0179092870780405
34.9,1310.0,58.98,3,5,29.57,0,228.0,0.2494,0,0,0,1,0.0180701101800065,0,0,1,0,0.0180701101800065
29.2,984.0,82.56,3,5,2.06,0,311.0,0.34,0,0,0,1,0.0191982136497339,0,0,1,0,0.0191982136497339
47.8,481.0,155.32,2,4,19.0,1,349.0,0.0516,1,0,0,1,0.027891530833049,0,0,1,0,0.027891530833049
41.8,1374.0,29.51,1,4,36.47,0,415.0,0.404,0,0,1,1,0.0163910045355771,0,0,1,0,0.0163910045355771
36.1,1887.0,61.81,1,8,7.99,0,55.0,0.2442,1,1,0,1,0.0330721141505451,0,0,1,0,0.0330721141505451
49.3,737.0,9.99,6,12,31.19,0,532.0,0.5093,1,1,1,1,0.0366971760444491,0,0,1,0,0.0366971760444491
34.2,1396.0,104.86,1,2,13.25,0,301.0,0.3231,0,0,0,1,0.0200361244935446,0,0,1,0,0.0200361244935446
36.9,606.0,12.29,1,7,19.81,2,388.0,0.2752,1,0,0,1,0.0212610730601169,0,0,1,0,0.0212610730601169
58.1,480.0,97.62,3,5,12.36,1,819.0,0.1146,0,0,0,1,0.0276498996009732,0,0,1,0,0.0276498996009732
24.8,686.0,5.21,2,7,17.66,0,583.0,0.2834,1,1,1,1,0.0437891748333716,0,0,1,0,0.0437891748333716
48.8,643.0,183.31,2,7,0.69,0,432.0,0.4007,0,0,1,1,0.0354137591646051,0,0,1,0,0.0354137591646051
61.6,1392.0,59.16,3,6,9.38,1,254.0,0.1497,0,0,0,1,0.0267344817045045,0,0,1,0,0.0267344817045045
41.9,870.0,102.2,1,4,14.89,0,372.0,0.3941,0,0,1,1,0.0406807693135671,0,0,1,0,0.0406807693135671
25.6,1840.0,27.41,2,4,23.72,1,518.0,0.0899,0,0,1,1,0.0186940464233083,0,0,1,0,0.0186940464233083
36.8,1756.0,18.36,0,3,5.74,1,598.0,0.3332,0,0,0,1,0.0155288591032945,0,0,1,0,0.0155288591032945
39.5,1066.0,71.66,2,6,16.56,0,197.0,0.1471,0,0,0,1,0.0145832511740338,0,0,1,0,0.0145832511740338
41.8,1289.0,254.92,1,3,32.71,0,441.0,0.245,0,1,0,1,0.0169694239624348,0,0,1,0,0.0169694239624348
43.3,762.0,35.21,1,3,0.09,0,99.0,0.2175,0,0,0,1,0.0149096516542381,0,0,1,0,0.0149096516542381
18.0,389.0,31.54,1,3,7.51,0,71.0,0.0471,0,0,1,1,0.0167665356077659,0,0,1,0,0.0167665356077659
41.3,92.0,33.36,3,4,18.59,2,168.0,0.1288,0,0,0,1,0.0315312946109473,0,0,1,0,0.0315312946109473
33.6,736.0,29.77,1,4,8.01,1,289.0,0.2245,1,0,1,1,0.0234313160111727,0,0,1,0,0.0234313160111727
